2.747538,	-0.001273,	1.338553,	-1.911517,	-0.372783,	-2.255911,	
1.437031,	-0.007136,	-2.294107,	-8.382142,	-0.622722,	-8.303497,	
-0.854714,	-0.008284,	-4.320516,	-9.499358,	1.264883,	-10.337546,	
-2.878521,	-0.005070,	-0.992622,	-3.416032,	-4.005427,	-7.278324,	
2.797845,	-0.003072,	5.763019,	-5.381399,	0.621508,	-4.795610,	
3.034686,	-0.003083,	2.092339,	-4.676063,	-2.531355,	-7.193788,	
0.294089,	-0.005088,	-4.638960,	-9.364453,	3.965079,	-13.153400,	
-1.823077,	-0.000741,	8.874339,	-5.556618,	3.865390,	-4.594542,	
-2.535867,	-0.001334,	-0.981111,	-4.531701,	-3.548408,	-7.446111,	
2.040319,	-0.004703,	-7.622873,	-2.735903,	-4.952480,	-4.997453,	
-1.992492,	-0.003516,	-6.964702,	-3.729909,	-4.620718,	-5.606371,	
1.925379,	-0.002148,	4.779317,	-7.208155,	1.204514,	-6.787523,	
1.112923,	-0.005250,	-3.862619,	-9.261896,	0.103859,	-9.307316,	
-2.073187,	-0.005541,	-2.671281,	-5.798543,	-3.065894,	-7.259927,	
1.706663,	-0.004256,	5.253849,	-7.317449,	2.136770,	-7.019018,	
1.113647,	-0.002871,	-3.352799,	-9.222485,	0.384053,	-9.391013,	
-1.426553,	-0.004009,	-2.387348,	-8.609369,	-0.563983,	-8.526063,	
-0.535224,	-0.001134,	5.017040,	-5.380607,	7.662612,	-11.976064,	
1.674586,	-0.006382,	-1.361698,	-7.753367,	-1.113817,	-7.875830,	
-0.000788,	-0.008032,	-8.563451,	-10.210122,	1.646317,	-11.856396,	
-1.811707,	-0.001401,	-1.348928,	-7.338164,	-1.589594,	-7.715257,	
0.905777,	-0.002527,	5.592878,	-6.055331,	5.745563,	-9.589336,	
1.337964,	-0.002015,	-3.217098,	-8.617258,	-0.639589,	-8.470937,	
-1.845823,	-0.006095,	-2.477541,	-6.815414,	-2.222660,	-7.405977,	
0.932652,	-0.005372,	5.815697,	-5.942234,	5.653527,	-9.285630,	
1.371794,	-0.005295,	-3.958274,	-8.350664,	-1.197584,	-8.120132,	
-0.686349,	-0.002221,	-6.384449,	-9.705100,	0.812281,	-10.334594,	
2.714081,	-0.005030,	-4.150969,	-1.576195,	-4.784246,	-5.939782,	
-0.383365,	-0.007535,	-7.767199,	-9.934652,	1.299039,	-11.143022,	
0.470124,	-0.007550,	-10.663952,	-9.921770,	-1.529516,	-8.563458,	
2.561841,	-0.000894,	-2.016182,	-3.850191,	-4.032327,	-7.225605,	
-1.004610,	-0.002840,	9.277510,	-3.781402,	6.618177,	-7.347356,	
2.257842,	-0.005631,	-0.877703,	-5.369799,	-2.704985,	-7.097201,	
-1.649811,	-0.002613,	0.276231,	-7.928180,	-0.164933,	-7.940769,	
0.921550,	-0.008752,	4.877876,	-6.419680,	5.304226,	-9.589444,	
1.039419,	-0.005669,	-1.486646,	-8.854378,	1.691317,	-9.703124,	
-0.885910,	-0.000544,	9.558697,	-3.036175,	7.178508,	-7.580212,	
1.970334,	-0.001831,	6.291592,	-6.459560,	2.039646,	-5.662715,	
1.048571,	-0.001960,	-12.132490,	-6.149188,	-5.177570,	-3.575367,	
-1.031402,	-0.001005,	-12.479142,	-5.847365,	-5.457692,	-3.039498,	
-1.864683,	-0.004119,	6.699255,	-6.515784,	2.521688,	-5.795263,	
-1.129971,	-0.002927,	-6.822115,	-8.771223,	-1.683316,	-8.048522,	
-2.529096,	-0.001425,	2.452400,	-5.487986,	-1.526770,	-6.735959,	
2.435432,	-0.005222,	2.928747,	-5.728057,	-1.023241,	-6.510056,	
1.118056,	-0.007425,	-6.292712,	-8.842656,	-1.368892,	-8.253016,	
-0.498195,	-0.006093,	-0.317019,	-7.988614,	5.496628,	-12.833021,	
-0.883873,	-0.001343,	3.877034,	-6.926901,	5.184389,	-10.220019,	
1.314153,	-0.003103,	1.934292,	-8.060722,	2.042345,	-8.573010,	
1.938685,	-0.004866,	4.932258,	-6.848252,	1.305709,	-6.372736,	
1.141765,	-0.001357,	-4.628081,	-8.960597,	-0.498702,	-8.753757,	
-0.338465,	-0.010752,	-8.464857,	-10.034258,	0.938188,	-10.922517,	
-0.199806,	-0.006584,	11.824664,	1.598140,	9.891539,	-8.109323,	
0.663025,	-0.006287,	11.510164,	-0.056289,	8.342736,	-6.599067,	
-1.527773,	-0.003384,	10.498607,	-3.496969,	5.336159,	-3.744516,	
2.567172,	-0.004520,	0.038392,	-4.748017,	-3.066522,	-7.329890,	
-0.193785,	-0.002184,	-0.742290,	-7.787229,	6.660890,	-14.326230,	
-1.500099,	-0.005864,	4.115891,	-7.738071,	2.360781,	-7.918639,	
1.695274,	-0.002866,	2.170788,	-7.781432,	0.596081,	-7.705730,	
-2.046657,	-0.001911,	8.115739,	-5.771967,	3.059331,	-4.375676,	
0.432995,	-0.003302,	11.839264,	1.043222,	9.243137,	-7.334043,	
-0.391196,	-0.003954,	8.612016,	-2.147148,	9.277167,	-10.737378,	
-0.034716,	-0.002676,	-4.195487,	-9.066694,	4.861565,	-13.925764,	
-0.500612,	-0.003898,	12.013762,	0.940591,	9.116560,	-7.074261,	
0.221952,	-0.004434,	10.108772,	-0.439352,	10.031513,	-10.214899,	
0.846197,	-0.007410,	9.522056,	-2.928132,	7.300156,	-7.726299,	
-1.309869,	-0.001742,	10.525230,	-3.193285,	5.875262,	-4.718852,	
2.241573,	-0.005366,	-0.362519,	-5.714214,	-2.448666,	-7.246561,	
0.248130,	-0.008637,	-8.057687,	-10.149259,	1.652277,	-11.747368,	
-2.898382,	-0.002865,	-5.056502,	-0.554986,	-5.281370,	-5.677260,	
0.707148,	-0.000579,	-4.166754,	-9.536469,	2.164597,	-11.181219,	
-0.726498,	-0.001588,	-4.040104,	-9.593358,	2.181827,	-11.226584,	
3.024989,	-0.002053,	-4.346727,	-1.086735,	-5.356361,	-6.407991,	
2.918157,	-0.001442,	3.988630,	-5.600037,	-1.405834,	-6.971373,	
0.034849,	-0.001130,	9.023512,	-1.366891,	10.376093,	-11.736269,	
-1.447853,	-0.005883,	-6.726101,	-7.640923,	-2.896135,	-7.268856,	
-1.419411,	-0.005495,	6.705549,	-6.781715,	3.930526,	-7.395811,	
1.983021,	-0.003704,	-5.923103,	-4.575651,	-4.231302,	-6.285267,	
-2.197047,	-0.000064,	-7.980111,	-1.172229,	-5.232068,	-4.238527,	
-2.416442,	-0.006989,	0.026750,	-5.433613,	-2.774648,	-7.497246,	
2.903916,	-0.001922,	0.854061,	-4.409591,	-3.255915,	-7.575442,	
0.861829,	-0.002905,	-12.948433,	-7.138563,	-5.267012,	-3.721103,	
-2.539820,	-0.003323,	3.840045,	-6.042484,	-0.853428,	-6.744384,	
2.592194,	-0.000109,	4.766467,	-5.901935,	-0.210021,	-6.081061,	
0.383893,	-0.002585,	-14.175215,	-8.189808,	-5.769732,	-2.845638,	
-2.729715,	-0.006303,	3.352323,	-5.529815,	-1.460177,	-6.864168,	
0.695065,	-0.005795,	11.749282,	-0.092590,	8.348288,	-6.473080,	
-0.101165,	-0.001916,	12.310821,	1.868151,	10.350243,	-8.431156,	
0.496290,	-0.002634,	13.889313,	3.629319,	8.708626,	-4.017707,	
-0.843509,	-0.001498,	13.732609,	2.989392,	7.543746,	-2.034470,	
-0.941000,	-0.001052,	13.495428,	2.292822,	7.350070,	-2.042473,	
0.280611,	-0.000223,	12.291960,	1.722256,	9.878355,	-7.769109,	
-0.780610,	-0.007700,	-0.284851,	-8.705708,	3.998222,	-11.567962,	
-0.771096,	-0.008095,	4.014762,	-6.764345,	6.025808,	-11.119590,	
1.323088,	-0.000507,	1.968133,	-8.328462,	2.064832,	-8.833709,	
2.660926,	-0.002611,	-3.585886,	-2.600198,	-4.864922,	-6.919719,	
-0.595452,	-0.005474,	-9.646156,	-10.038167,	-0.996485,	-9.210135,	
-1.170625,	-0.002892,	9.113890,	-4.604532,	5.914994,	-6.924617,	
-1.378319,	-0.000498,	12.200728,	-0.416251,	6.255312,	-1.615893,	
1.187519,	-0.002433,	12.225707,	-0.405747,	6.647487,	-2.876651,	
-0.416066,	-0.007042,	9.669439,	-1.384601,	9.445730,	-10.051147,	
1.309954,	-0.005346,	9.235709,	-4.596200,	5.370140,	-5.953373,	
-0.640625,	-0.011580,	-0.275829,	-8.285719,	4.771946,	-12.144263,	
-0.786503,	-0.008072,	3.855259,	-6.720655,	5.787195,	-10.841231,	
1.297994,	-0.001582,	1.829988,	-8.162225,	2.083111,	-8.720306,	
0.940460,	-0.002086,	8.537676,	-4.067136,	6.604757,	-7.948950,	
0.461384,	-0.000188,	-13.225335,	-8.802582,	-4.459421,	-4.809822,	
-2.097368,	-0.001673,	6.772412,	-6.293558,	2.069075,	-5.256692,	
-1.087598,	-0.005608,	-5.448370,	-9.175453,	-0.640537,	-8.874675,	
-2.473715,	-0.000321,	2.439360,	-5.723187,	-1.483517,	-6.887658,	
2.537086,	-0.004616,	2.718215,	-5.536187,	-1.403893,	-6.694957,	
1.156262,	-0.006643,	-8.316610,	-8.240607,	-2.739412,	-7.153954,	
1.928853,	-0.003897,	-8.312704,	-2.677600,	-4.940143,	-4.426917,	
-1.846125,	-0.004739,	-7.043603,	-4.547521,	-4.282569,	-5.692250,	
1.109574,	-0.003288,	6.717172,	-5.874519,	5.161548,	-8.156420,	
1.441229,	-0.002031,	-7.240545,	-7.094098,	-3.194961,	-6.687726,	
0.597701,	-0.006825,	8.499587,	-2.918786,	8.239371,	-9.697904,	
-1.215427,	-0.006449,	1.781985,	-8.293720,	2.516538,	-9.184513,	
0.634899,	-0.009017,	3.540890,	-6.384591,	6.356204,	-11.467970,	
0.654130,	-0.005021,	-0.118655,	-8.119460,	4.581434,	-11.741142,	
-2.402567,	-0.001900,	6.559799,	-5.742829,	1.595567,	-4.565548,	
2.547765,	-0.001380,	6.373780,	-5.370075,	1.462789,	-4.156579,	
0.352264,	-0.001530,	10.427595,	-0.183566,	9.463814,	-9.061239,	
0.874113,	-0.001139,	12.117958,	0.654383,	7.360541,	-4.062280,	
-0.172502,	-0.003022,	8.249027,	-1.754944,	9.702787,	-11.318714,	
2.144175,	-0.005543,	-0.276693,	-5.727387,	-2.005264,	-6.824509,	
-1.440659,	-0.006502,	-0.109780,	-8.153753,	0.505126,	-8.222558,	
0.476720,	-0.010313,	4.066701,	-5.455051,	7.290612,	-11.897951,	
1.091556,	-0.005109,	-0.981023,	-8.520495,	1.623815,	-9.261873,	
-0.763392,	-0.007789,	-0.151007,	-8.204493,	3.959061,	-11.086128,	
-0.547790,	-0.002514,	3.558620,	-5.979609,	6.833004,	-11.821720,	
1.250915,	-0.007439,	0.921385,	-8.069710,	1.785281,	-8.618476,	
1.447265,	-0.001382,	9.494884,	-3.888962,	5.021645,	-4.500827,	
-2.248149,	-0.004966,	0.039783,	-5.408939,	-2.065198,	-6.695259,	
1.517255,	-0.000249,	10.085824,	-3.202198,	5.135484,	-3.475751,	
1.864082,	-0.000026,	6.472985,	-6.098742,	2.457563,	-5.388201,	
1.046639,	-0.001125,	-11.383046,	-6.525862,	-4.640594,	-4.207838,	
-0.878057,	-0.001115,	-13.017077,	-5.261802,	-6.066578,	-1.382197,	
-1.131970,	-0.000390,	7.441116,	-5.211900,	5.308644,	-7.469297,	
0.255807,	-0.000627,	-5.092123,	-9.218276,	3.593546,	-12.694314,	
1.868535,	-0.001723,	-8.104749,	-3.139516,	-4.720886,	-4.532202,	
-1.818116,	-0.003632,	-7.305245,	-4.318511,	-4.298746,	-5.355727,	
1.442875,	-0.004767,	6.061105,	-6.637589,	3.464382,	-7.063164,	
1.270456,	-0.007509,	-4.891714,	-8.461781,	-1.277788,	-8.092930,	
1.221638,	-0.006426,	7.664278,	-5.290525,	5.003662,	-6.972066,	
-0.909595,	-0.004168,	-11.583686,	-7.554670,	-4.274446,	-4.915842,	
-2.697441,	-0.002178,	2.690089,	-4.952015,	-1.497742,	-6.303035,	
-0.590846,	-0.001672,	11.334889,	0.170912,	8.552120,	-6.939321,	
2.496174,	-0.004996,	-5.114866,	-1.523497,	-4.669311,	-5.267555,	
-2.605780,	-0.001983,	-5.521260,	-0.575835,	-4.765396,	-4.668546,	
0.607542,	-0.000621,	-4.802851,	-9.405408,	2.198465,	-11.209687,	
-0.380279,	-0.002691,	-6.087609,	-9.663919,	2.549069,	-12.033423,	
-0.049545,	-0.011367,	7.511644,	-2.380994,	9.876514,	-12.250311,	
-0.177314,	-0.005357,	-2.512987,	-8.395976,	5.595337,	-13.908792,	
2.361115,	-0.001062,	-7.832681,	0.746165,	-4.887436,	-2.730388,	
-1.875100,	-0.001745,	-4.301033,	-5.752623,	-3.147265,	-6.690395,	
1.218445,	-0.004700,	5.942239,	-6.387333,	4.309260,	-7.855457,	
1.268172,	-0.008095,	-4.105290,	-8.527063,	-0.850837,	-8.280074,	
3.105659,	-0.001416,	-5.718423,	0.997083,	-4.716317,	-3.716424,	
-3.113881,	-0.002083,	-5.623897,	1.013415,	-4.606844,	-3.591385,	
2.495566,	-0.000869,	-7.471711,	2.102113,	-4.253929,	-1.296796,	
-1.718484,	-0.001301,	-3.300364,	-6.710498,	-2.162602,	-7.025946,	
0.781683,	-0.001210,	5.318424,	-5.457061,	6.134781,	-9.805859,	
1.276077,	-0.005865,	-3.312931,	-8.323229,	-0.490929,	-8.183386,	
-1.487968,	-0.004167,	-2.645076,	-7.775412,	-0.988484,	-7.689527,	
0.041322,	-0.000596,	4.398450,	-4.427531,	8.806627,	-13.226422,	
1.447629,	-0.003540,	-2.873966,	-7.748812,	-0.981591,	-7.631666,	
-1.399860,	-0.007772,	-2.948108,	-7.956409,	-0.779206,	-7.817899,	
-0.254871,	-0.005914,	4.553088,	-4.511712,	8.414845,	-12.667129,	
1.528203,	-0.003025,	-3.235091,	-7.300962,	-1.474293,	-7.242642,	
-2.167072,	-0.001933,	-2.749246,	-4.295640,	-3.056530,	-6.007189,	
1.555714,	-0.002057,	-9.984218,	-2.649938,	-4.975274,	-2.585137,	
-1.496613,	-0.002211,	-7.390752,	-5.901418,	-3.480315,	-5.635802,	
0.086374,	-0.000229,	5.284295,	-3.730450,	8.933927,	-12.630895,	
1.443770,	-0.005194,	-7.431817,	-6.111145,	-3.369443,	-5.701651,	
-1.487801,	-0.000303,	-10.447773,	-2.501190,	-5.137617,	-2.073727,	
2.177397,	-0.001224,	6.635588,	-4.863868,	2.304797,	-3.547638,	
0.164447,	-0.010787,	-3.335746,	-8.378163,	4.769159,	-13.074287,	
2.763237,	-0.005050,	-0.250207,	-3.324925,	-2.953330,	-6.074849,	
0.207648,	-0.005932,	-1.933389,	-7.939828,	5.575541,	-13.388684,	
-1.500632,	-0.003603,	8.721473,	-4.500853,	4.538921,	-4.835374,	
-0.402602,	-0.010071,	-3.590289,	-8.766960,	3.934208,	-12.401948,	
2.798790,	-0.002355,	-3.721202,	-1.094425,	-4.276055,	-5.125057,	
-0.945598,	-0.008257,	-6.830420,	-8.900338,	-0.946896,	-8.339839,	
-2.794091,	-0.004300,	1.191079,	-3.914947,	-2.220433,	-5.999386,	
-3.004657,	-0.001129,	4.566627,	-4.446609,	0.159313,	-4.288812,	
0.170969,	-0.001472,	13.490777,	4.948931,	8.368846,	-3.295795,	
-0.418971,	-0.005876,	-1.955227,	-8.208122,	4.790426,	-12.595590,	
-2.249797,	-0.003034,	2.751525,	-5.734266,	-0.519800,	-6.059480,	
-2.833467,	-0.000865,	5.908834,	-4.199460,	1.746726,	-2.535457,	
0.096913,	-0.011871,	-5.549542,	-9.196025,	3.550275,	-12.725314,	
1.186253,	-0.002655,	9.691322,	-3.166585,	5.841353,	-5.343505,	
-1.712639,	-0.002061,	-0.256656,	-7.290788,	-0.642467,	-7.380301,	
1.277238,	-0.006981,	4.414458,	-6.930217,	3.319329,	-7.868497,	
0.411400,	-0.007526,	-0.848998,	-7.764332,	5.357428,	-12.658482,	
-2.972229,	-0.003578,	2.378434,	-4.200359,	-1.708671,	-5.883541,	
-2.947152,	-0.004264,	4.734250,	-4.653244,	0.166096,	-4.490416,	
-0.325776,	-0.011715,	-5.511076,	-9.367080,	3.101812,	-12.317172,	
0.358340,	-0.010666,	7.358643,	-2.849167,	8.862981,	-11.115548,	
0.370507,	-0.000015,	-13.383139,	-8.314113,	-4.980236,	-3.671842,	
-1.352862,	-0.003380,	8.160199,	-5.072697,	4.751330,	-6.115670,	
1.490157,	-0.000422,	11.037527,	-0.767869,	5.567403,	-1.213996,	
-3.025333,	-0.000329,	6.012221,	-4.341974,	1.677031,	-2.676328,	
-1.139818,	-0.007502,	-0.245093,	-8.439494,	1.834331,	-9.218286,	
-0.117905,	-0.009725,	3.473082,	-5.123747,	8.468159,	-13.542403,	
1.223084,	-0.005204,	-0.178861,	-8.237288,	1.371149,	-8.697790,	
1.046317,	-0.001146,	8.466575,	-4.033413,	5.989128,	-7.026598,	
0.676076,	-0.006029,	-10.292612,	-9.122583,	-2.297936,	-7.338814,	
2.025650,	-0.001745,	1.926797,	-6.553191,	-0.533055,	-6.788213,	
-1.459882,	-0.004148,	-5.323843,	-7.484705,	-2.247077,	-7.226721,	
-0.659898,	-0.007799,	5.783617,	-4.929026,	7.090145,	-10.564356,	
1.699394,	-0.001443,	-5.975474,	-5.716919,	-3.386885,	-6.156114,	
-1.914214,	-0.001762,	-8.907689,	-1.280590,	-4.945986,	-2.937733,	
0.660191,	-0.006570,	10.120951,	-1.282520,	8.049915,	-7.608375,	
-1.797143,	-0.001104,	10.014335,	-2.388723,	4.861671,	-1.302902,	
-1.473334,	-0.000595,	10.299454,	-2.693215,	5.306993,	-3.212773,	
2.037231,	-0.001630,	7.483518,	-4.873364,	2.941823,	-3.546131,	
2.540293,	-0.003208,	-4.919444,	-0.893179,	-4.295664,	-4.443166,	
-2.473226,	-0.001584,	-4.618472,	-1.471480,	-4.165703,	-4.736776,	
-2.242808,	-0.000710,	-1.699859,	-4.446027,	-2.768144,	-6.167830,	
2.320671,	-0.002000,	2.673926,	-5.327063,	-0.628960,	-5.756649,	
0.562031,	-0.000306,	-2.495862,	-8.470675,	3.636653,	-11.547325,	
1.233507,	-0.003056,	9.603684,	-3.157662,	5.622288,	-5.002028,	
-0.095590,	-0.005547,	-10.094413,	-9.813520,	-0.318076,	-9.496732,	
-1.282487,	-0.001361,	10.229858,	-2.716097,	5.736866,	-4.354753,	
1.982412,	-0.006306,	3.161023,	-6.548594,	0.274179,	-6.437315,	
-0.141055,	-0.007754,	-0.428348,	-7.280195,	6.669450,	-13.890477,	
-1.257400,	-0.004872,	4.104453,	-7.119508,	3.329149,	-8.161273,	
1.617238,	-0.000672,	0.637247,	-7.477366,	0.142704,	-7.470645,	
0.572447,	-0.001239,	8.173496,	-2.707155,	8.070129,	-9.485304,	
-0.335913,	-0.011160,	-1.435438,	-7.937840,	5.524997,	-13.174044,	
-1.924972,	-0.000041,	3.762188,	-6.689142,	0.767411,	-6.423020,	
-0.036431,	-0.007012,	-3.293543,	-8.481587,	5.179892,	-13.659238,	
-1.086528,	-0.001960,	8.876175,	-3.867145,	5.996328,	-6.669198,	
0.943757,	-0.001558,	8.962516,	-3.217430,	6.544930,	-7.049408,	
-2.195544,	-0.002900,	7.141990,	-4.886051,	2.586747,	-3.379174,	
2.430577,	-0.004145,	2.478011,	-5.104992,	-0.987354,	-5.855775,	
0.815288,	-0.008525,	-3.766383,	-8.972475,	1.514432,	-10.001422,	
-0.450541,	-0.002355,	-9.002843,	-9.692904,	-0.225011,	-9.490116,	
-1.326999,	-0.002749,	-6.540088,	-7.642637,	-2.409180,	-7.054664,	
-1.275351,	-0.001421,	6.510034,	-6.021683,	4.320621,	-7.285571,	
-0.687529,	-0.004382,	-10.542536,	-9.002158,	-2.546052,	-7.027465,	
-1.353738,	-0.005348,	8.538057,	-4.681912,	4.904708,	-5.763778,	
2.438667,	-0.003674,	-1.034923,	-4.250380,	-3.031821,	-6.570706,	
0.231260,	-0.000696,	13.987381,	5.817191,	7.908076,	-1.879096,	
2.886117,	-0.002727,	-5.531736,	0.598423,	-4.660867,	-3.914362,	
-2.626789,	-0.003295,	-4.597385,	-1.155261,	-4.497909,	-5.062874,	
0.115358,	-0.010402,	-2.782087,	-8.350444,	5.417185,	-13.724848,	
0.262618,	-0.007182,	7.408994,	-2.587576,	9.246094,	-11.499186,	
0.629984,	-0.006229,	-9.844836,	-9.417108,	-1.677855,	-8.067522,	
3.111588,	-0.002489,	4.928474,	-4.880630,	0.049654,	-4.830994,	
2.818048,	-0.001553,	1.591052,	-4.512083,	-2.444352,	-6.830812,	
0.952313,	-0.001402,	-11.240939,	-7.733160,	-4.063337,	-5.381881,	
-1.188614,	-0.005825,	7.781809,	-5.356572,	5.282286,	-7.355097,	
-0.792779,	-0.004644,	0.358353,	-8.235498,	4.103025,	-11.128822,	
-0.308510,	-0.004609,	3.038508,	-5.833701,	7.897677,	-13.369481,	
1.052772,	-0.001670,	1.125982,	-8.144105,	2.930583,	-9.590971,	
-0.671334,	-0.003416,	9.758365,	-1.963249,	8.166925,	-8.375208,	
1.777962,	-0.000506,	7.055866,	-6.297751,	2.941207,	-5.691325,	
-0.963401,	-0.004293,	-12.014365,	-7.073539,	-4.761232,	-4.339401,	
-2.632625,	-0.001047,	2.924043,	-5.365461,	-1.420136,	-6.604867,	
1.449585,	-0.000253,	10.721905,	-2.835919,	5.572616,	-3.508330,	
1.958850,	-0.000915,	9.631487,	-3.266239,	4.521550,	-1.551511,	
-1.724751,	-0.001726,	10.110220,	-2.923414,	4.889674,	-2.181937,	
2.816820,	-0.001405,	6.573739,	-4.180916,	2.370193,	-1.933568,	
1.368261,	-0.001511,	8.649887,	-4.581314,	4.879598,	-5.555637,	
0.613588,	-0.000724,	-7.711059,	-9.603650,	0.102652,	-9.687534,	
-0.803653,	-0.003134,	-7.425582,	-9.327975,	-0.613938,	-8.900469,	
3.130965,	-0.004139,	-0.581473,	-2.955865,	-3.537126,	-6.492917,	
0.830441,	-0.001470,	-7.568401,	-9.274470,	-0.855107,	-8.698587,	
2.668228,	-0.004985,	-2.991313,	-2.266149,	-4.164650,	-5.982271,	
-0.424906,	-0.002849,	8.288171,	-2.221524,	8.832614,	-10.279061,	
2.899288,	-0.004555,	4.703231,	-4.740346,	0.091171,	-4.651739,	
0.340095,	-0.005033,	-7.746365,	-9.821712,	1.342521,	-11.085068,	
-2.044071,	-0.005161,	-1.918298,	-5.733093,	-2.507821,	-6.864630,	
2.049831,	-0.000065,	-0.988488,	-5.999843,	-2.100308,	-6.968042,	
-0.996274,	-0.004412,	9.223465,	-3.406413,	6.519416,	-6.973395,	
-0.862972,	-0.000384,	11.293901,	-0.412996,	7.332529,	-5.182615,	
1.914915,	-0.003864,	7.838889,	-5.106834,	3.236923,	-4.003037,	
0.180859,	-0.002083,	-3.801884,	-8.706173,	4.606546,	-13.235847,	
0.061566,	-0.002477,	-8.114574,	-9.861850,	1.720015,	-11.578339,	
-0.273598,	-0.000458,	-6.553283,	-9.642881,	2.546798,	-12.095267,	
2.949394,	-0.001239,	4.004618,	-4.976564,	-0.850833,	-5.811931,	
0.472470,	-0.002733,	10.349304,	-0.591703,	8.992996,	-8.588271,	
0.539299,	-0.008351,	9.202565,	-1.894637,	8.512328,	-9.162038,	
-0.309501,	-0.006396,	-11.044914,	-9.925052,	-1.443681,	-8.547182,	
2.268096,	-0.003948,	1.308065,	-5.913701,	-1.583130,	-6.935092,	
-1.551620,	-0.006074,	2.820562,	-7.832356,	1.509637,	-7.870471,	
1.477769,	-0.005523,	3.342732,	-7.655139,	2.013557,	-7.831110,	
-0.853638,	-0.007755,	2.034558,	-7.634379,	4.548172,	-10.650136,	
0.570297,	-0.007701,	2.619067,	-6.606094,	6.278079,	-11.864353,	
0.104128,	-0.009826,	0.391117,	-6.954008,	7.206843,	-14.114110,	
-0.879234,	-0.002677,	3.182385,	-7.095439,	4.854641,	-10.201445,	
1.091939,	-0.005154,	2.326034,	-7.683794,	3.254243,	-9.168331,	
-2.256713,	-0.005517,	1.661669,	-5.844161,	-1.256002,	-6.634317,	
0.042588,	-0.006217,	-11.122387,	-10.022855,	-1.108828,	-8.915348,	
1.661909,	-0.002867,	7.209442,	-6.130008,	3.331767,	-5.817351,	
-0.981704,	-0.000569,	-11.999904,	-6.768167,	-4.871294,	-4.059343,	
-2.386708,	-0.000569,	4.467634,	-5.970274,	0.082655,	-5.910104,	
2.530479,	-0.003544,	2.656767,	-5.379479,	-1.327394,	-6.469319,	
1.123179,	-0.004426,	-7.560638,	-8.503257,	-2.155284,	-7.579018,	
-0.061866,	-0.004755,	-11.259684,	-10.150691,	-1.121887,	-9.030633,	
-0.981448,	-0.008664,	-2.405676,	-9.122274,	1.622174,	-10.035559,	
-1.549437,	-0.001111,	5.209033,	-7.218011,	2.686282,	-7.278367,	
1.951172,	-0.006725,	-2.708746,	-6.050891,	-2.688033,	-7.065639,	
-1.402837,	-0.007428,	-3.154914,	-8.346211,	-0.862421,	-8.195727,	
-0.621588,	-0.007720,	5.233285,	-5.292754,	7.177964,	-11.160208,	
1.705595,	-0.004152,	-2.640538,	-7.120749,	-1.830959,	-7.374345,	
-1.518612,	-0.004268,	-2.845807,	-7.879541,	-1.202528,	-7.811692,	
-0.089213,	-0.009780,	4.606900,	-4.456292,	8.992520,	-13.420457,	
1.550049,	-0.002317,	-2.986614,	-7.588831,	-1.423620,	-7.562594,	
-1.873059,	-0.001950,	-2.621413,	-6.249406,	-2.337320,	-6.940829,	
1.462147,	-0.004253,	4.864221,	-6.957106,	2.809856,	-7.249912,	
0.729833,	-0.007597,	-1.638284,	-8.583636,	3.247231,	-10.987235,	
2.230811,	-0.002836,	2.001015,	-6.006275,	-1.045471,	-6.649623,	
-0.411639,	-0.009201,	0.225694,	-7.446191,	6.135776,	-13.091774,	
-0.509860,	-0.001767,	2.897115,	-6.297150,	6.791312,	-12.230543,	
0.979701,	-0.004903,	1.608281,	-7.796115,	3.495350,	-9.729720,	
-1.532856,	-0.001921,	-4.747453,	-7.250078,	-2.231037,	-7.161169,	
-0.235878,	-0.006442,	5.113234,	-4.230310,	8.778630,	-12.778897,	
1.615350,	-0.001168,	-5.038434,	-6.590503,	-2.672621,	-6.712657,	
-1.862852,	-0.000541,	-9.726179,	0.168739,	-5.047296,	-1.281871,	
-0.393335,	-0.001971,	12.644265,	2.699641,	8.859631,	-5.490107,	
0.908046,	-0.002183,	12.683460,	2.135688,	7.005118,	-2.162406,	
-0.447302,	-0.012115,	-2.298549,	-8.469423,	4.569346,	-12.612867,	
-2.521283,	-0.006095,	1.272268,	-4.848953,	-1.976720,	-6.450374,	
-1.786034,	-0.000338,	1.089272,	-7.248609,	-0.233556,	-7.298415,	
1.676390,	-0.002214,	2.774294,	-7.320008,	0.999118,	-7.212504,	
-2.456447,	-0.003587,	0.536523,	-4.835256,	-2.276848,	-6.593102,	
1.653917,	-0.002467,	10.014226,	-3.075589,	4.893537,	-2.657274,	
-0.600662,	-0.001400,	13.138134,	3.401020,	7.836636,	-3.070098,	
-1.035507,	-0.002216,	-1.191722,	-8.603779,	1.849037,	-9.550477,	
-0.679575,	-0.005668,	4.421369,	-5.753113,	6.417593,	-10.767755,	
1.527900,	-0.006324,	-0.756904,	-7.688766,	-0.238044,	-7.680062,	
2.043539,	-0.000461,	7.828441,	-4.698814,	3.173018,	-3.252743,	
-0.981417,	-0.006702,	-2.635658,	-8.775608,	1.359783,	-9.538995,	
-1.417751,	-0.005797,	5.389291,	-6.581351,	3.255878,	-7.096349,	
1.620518,	-0.000801,	-8.379672,	-4.316344,	-4.304316,	-4.533719,	
-1.630672,	-0.003123,	-8.432967,	-4.236448,	-4.343620,	-4.482825,	
1.466688,	-0.000596,	5.261132,	-6.577361,	2.986317,	-6.885928,	
